trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
555,False,"{'e': 0.0037803586280961026, 'a': 0.5}",25,14,20.05881098502999,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'e': 0.0037425550418151415, 'a': 0.5}",30,23,12.677801118703774,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'e': 0.00370512949139699, 'a': 0.5}",25,8,33.762035942067165,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'e': 0.0036680781964830204, 'a': 0.5}",30,19,19.013024909968394,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'e': 0.00363139741451819, 'a': 0.5}",20,4,22.872180330829593,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'e': 0.003595083440373008, 'a': 0.5}",25,17,15.289359125327213,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'e': 0.003559132605969278, 'a': 0.5}",30,18,23.718424033715188,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'e': 0.003523541279909585, 'a': 0.5}",20,2,31.723169166264768,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'e': 0.003488305867110489, 'a': 0.5}",25,11,25.477516566199753,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'e': 0.0034534228084393843, 'a': 0.5}",25,5,23.64450553918438,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
565,False,"{'e': 0.0034188885803549903, 'a': 0.5}",25,18,12.538719226548707,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'e': 0.0033846996945514404, 'a': 0.5}",30,3,44.45066547117684,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'e': 0.003350852697605926, 'a': 0.5}",25,4,-0.0927087080326352,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
568,False,"{'e': 0.0033173441706298664, 'a': 0.5}",25,10,27.300188007826304,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'e': 0.0032841707289235677, 'a': 0.5}",30,16,23.60391131656293,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'e': 0.0032513290216343318, 'a': 0.5}",30,17,25.820426923261266,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'e': 0.0032188157314179885, 'a': 0.5}",20,9,19.605313251330312,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'e': 0.003186627574103809, 'a': 0.5}",20,14,9.99063110468354,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'e': 0.0031547612983627705, 'a': 0.5}",20,16,8.018117652254425,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'e': 0.003123213685379143, 'a': 0.5}",30,19,21.00449252385888,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'e': 0.0030919815485253516, 'a': 0.5}",20,12,15.564115449311748,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'e': 0.003061061733040098, 'a': 0.5}",20,10,18.019111442051393,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'e': 0.003030451115709697, 'a': 0.5}",20,15,12.214991303529553,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'e': 0.0030001466045526, 'a': 0.5}",25,17,16.09345077762162,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'e': 0.002970145138507074, 'a': 0.5}",25,12,26.919718667636655,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'e': 0.002940443687122003, 'a': 0.5}",20,0,30.55191297174173,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
581,False,"{'e': 0.002911039250250783, 'a': 0.5}",20,7,20.782324079277316,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'e': 0.0028819288577482754, 'a': 0.5}",20,10,18.52919070080624,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'e': 0.0028531095691707925, 'a': 0.5}",25,6,31.60303559530778,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'e': 0.0028245784734790844, 'a': 0.5}",20,14,11.991529009838615,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'e': 0.0027963326887442937, 'a': 0.5}",25,20,11.307415938250344,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'e': 0.0027683693618568506, 'a': 0.5}",30,20,18.20391106995413,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'e': 0.002740685668238282, 'a': 0.5}",20,10,18.875042255391243,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'e': 0.0027132788115558993, 'a': 0.5}",25,20,10.934768609368332,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'e': 0.0026861460234403403, 'a': 0.5}",30,9,36.89936967390322,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'e': 0.002659284563205937, 'a': 0.5}",25,14,23.24791871994089,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'e': 0.0026326917175738774, 'a': 0.5}",25,8,32.34256844287984,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'e': 0.0026063648003981387, 'a': 0.5}",25,8,34.03797825375276,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'e': 0.0025803011523941573, 'a': 0.5}",20,11,13.220448430492034,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'e': 0.0025544981408702158, 'a': 0.5}",20,10,16.90584847059715,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'e': 0.0025289531594615135, 'a': 0.5}",25,13,23.448206022020344,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'e': 0.0025036636278668984, 'a': 0.5}",20,10,20.9642787222403,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'e': 0.0024786269915882293, 'a': 0.5}",20,8,27.466805237549465,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'e': 0.002453840721672347, 'a': 0.5}",25,11,22.465488946769423,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'e': 0.0024293023144556234, 'a': 0.5}",20,15,9.557914167649479,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'e': 0.002405009291311067, 'a': 0.5}",20,15,11.124299738497035,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'e': 0.0023809591983979563, 'a': 0.5}",20,6,28.17240278841136,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'e': 0.0023571496064139765, 'a': 0.5}",30,13,27.797909050596303,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'e': 0.0023335781103498367, 'a': 0.5}",20,8,17.559959651311647,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'e': 0.002310242329246338, 'a': 0.5}",20,14,6.9375736436718025,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'e': 0.002287139905953875, 'a': 0.5}",20,3,30.02425238453442,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'e': 0.0022642685068943362, 'a': 0.5}",30,10,37.64567513086854,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'e': 0.002241625821825393, 'a': 0.5}",30,17,26.126862060018908,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'e': 0.002219209563607139, 'a': 0.5}",20,10,19.008888004361406,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'e': 0.0021970174679710676, 'a': 0.5}",25,15,19.177923890493684,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'e': 0.0021750472932913567, 'a': 0.5}",30,24,11.900137789373586,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'e': 0.0021532968203584434, 'a': 0.5}",20,13,12.787680405394038,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'e': 0.002131763852154859, 'a': 0.5}",25,12,27.281319188958676,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'e': 0.0021104462136333105, 'a': 0.5}",20,13,12.253175779516166,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'e': 0.0020893417514969773, 'a': 0.5}",20,11,14.874647124497347,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'e': 0.0020684483339820075, 'a': 0.5}",25,16,19.429576624044238,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'e': 0.0020477638506421875, 'a': 0.5}",25,20,9.442649380028111,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'e': 0.0020272862121357657, 'a': 0.5}",25,13,18.332366557156345,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'e': 0.002007013350014408, 'a': 0.5}",20,12,15.121634946204662,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'e': 0.0019869432165142637, 'a': 0.5}",35,23,18.865707826033628,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'e': 0.001967073784349121, 'a': 0.5}",25,16,17.68828234997037,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'e': 0.0019474030465056298, 'a': 0.5}",30,20,17.471864066465457,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'e': 0.0019279290160405735, 'a': 0.5}",25,8,27.60241937218363,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'e': 0.0019086497258801677, 'a': 0.5}",25,13,20.969580287234272,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'e': 0.0018895632286213661, 'a': 0.5}",25,10,30.20431505356729,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'e': 0.0018706675963351524, 'a': 0.5}",20,6,23.17863498121901,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'e': 0.0018519609203718008, 'a': 0.5}",20,16,5.844503084305315,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'e': 0.0018334413111680827, 'a': 0.5}",20,14,8.741990931585066,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'e': 0.001815106898056402, 'a': 0.5}",25,11,26.9238507665218,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'e': 0.001796955829075838, 'a': 0.5}",20,11,16.28982233999939,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'e': 0.0017789862707850797, 'a': 0.5}",25,19,13.471713001536468,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'e': 0.001761196408077229, 'a': 0.5}",20,16,7.2486060781273105,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'e': 0.0017435844439964566, 'a': 0.5}",30,17,24.324161229993443,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'e': 0.001726148599556492, 'a': 0.5}",25,18,13.689572492516637,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'e': 0.001708887113560927, 'a': 0.5}",30,16,28.14974736228972,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'e': 0.0016917982424253177, 'a': 0.5}",20,12,16.61374611924273,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'e': 0.0016748802600010644, 'a': 0.5}",20,14,13.17824319386759,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'e': 0.0016581314574010539, 'a': 0.5}",20,10,17.738128281827468,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'e': 0.0016415501428270432, 'a': 0.5}",20,16,7.123869477478314,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'e': 0.0016251346413987727, 'a': 0.5}",25,10,27.98197381971568,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'e': 0.001608883294984785, 'a': 0.5}",20,16,9.322333461204442,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'e': 0.0015927944620349372, 'a': 0.5}",20,10,20.546870232689773,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'e': 0.0015768665174145879, 'a': 0.5}",30,23,12.43752852108707,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'e': 0.001561097852240442, 'a': 0.5}",20,10,17.400325139763744,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'e': 0.0015454868737180376, 'a': 0.5}",30,8,39.15403168538936,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'e': 0.0015300320049808573, 'a': 0.5}",25,15,20.05546605973688,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'e': 0.0015147316849310488, 'a': 0.5}",25,13,18.538652986303813,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'e': 0.0014995843680817383, 'a': 0.5}",30,13,33.456536895070535,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'e': 0.001484588524400921, 'a': 0.5}",20,8,22.449605268952265,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'e': 0.0014697426391569117, 'a': 0.5}",20,13,13.633911241038904,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'e': 0.0014550452127653425, 'a': 0.5}",30,20,14.471029717161633,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'e': 0.0014404947606376892, 'a': 0.5}",20,11,17.995062510841212,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'e': 0.0014260898130313124, 'a': 0.5}",20,8,22.101742387547286,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'e': 0.0014118289149009993, 'a': 0.5}",25,5,31.627786185848965,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'e': 0.0013977106257519892, 'a': 0.5}",20,8,19.423382157510982,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'e': 0.0013837335194944694, 'a': 0.5}",20,13,11.749400955704191,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'e': 0.0013698961842995246, 'a': 0.5}",25,8,32.91896615378169,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'e': 0.0013561972224565293, 'a': 0.5}",30,17,20.6823710051398,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'e': 0.001342635250231964, 'a': 0.5}",30,18,21.6378933919039,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'e': 0.0013292088977296444, 'a': 0.5}",20,13,15.048755005299874,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'e': 0.001315916808752348, 'a': 0.5}",20,14,11.66577554733306,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'e': 0.0013027576406648245, 'a': 0.5}",20,11,14.634690120650014,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'e': 0.0012897300642581763, 'a': 0.5}",25,16,17.286796071707418,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'e': 0.0012768327636155945, 'a': 0.5}",25,19,10.848495201873998,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'e': 0.0012640644359794386, 'a': 0.5}",25,6,31.69546773214251,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'e': 0.0012514237916196442, 'a': 0.5}",25,10,28.8442317096064,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'e': 0.0012389095537034477, 'a': 0.5}",25,16,18.896302779430265,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'e': 0.0012265204581664133, 'a': 0.5}",30,23,14.115853696430557,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'e': 0.0012142552535847491, 'a': 0.5}",20,12,18.296915528681957,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'e': 0.0012021127010489016, 'a': 0.5}",20,14,11.589926212751251,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'e': 0.0011900915740384126, 'a': 0.5}",35,17,-6.4480814131705095,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
671,False,"{'e': 0.0011781906582980285, 'a': 0.5}",25,20,8.390105846161433,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'e': 0.0011664087517150481, 'a': 0.5}",20,12,16.070454988284347,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'e': 0.0011547446641978977, 'a': 0.5}",20,12,14.232715079468644,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'e': 0.0011431972175559187, 'a': 0.5}",25,15,17.780048242907217,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'e': 0.0011317652453803595, 'a': 0.5}",20,8,20.256851673220137,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'e': 0.0011204475929265558, 'a': 0.5}",20,14,11.11346743191136,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'e': 0.0011092431169972903, 'a': 0.5}",20,13,12.785734856291405,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'e': 0.0010981506858273175, 'a': 0.5}",30,18,27.303029996419294,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'e': 0.0010871691789690443, 'a': 0.5}",20,14,12.131314916052814,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'e': 0.0010762974871793539, 'a': 0.5}",25,11,26.14611640974206,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'e': 0.0010655345123075602, 'a': 0.5}",20,16,7.044399819112276,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'e': 0.0010548791671844847, 'a': 0.5}",30,12,34.1242987507577,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'e': 0.0010443303755126399, 'a': 0.5}",30,18,21.174197441473172,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'e': 0.0010338870717575134, 'a': 0.5}",20,13,15.180405582652968,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'e': 0.0010235482010399382, 'a': 0.5}",20,0,33.38113484785247,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
686,False,"{'e': 0.0010133127190295388, 'a': 0.5}",35,25,22.525549969802864,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'e': 0.0010031795918392433, 'a': 0.5}",20,11,14.287807241818488,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'e': 0.000993147795920851, 'a': 0.5}",20,2,33.348797791667685,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'e': 0.0009832163179616423, 'a': 0.5}",30,4,45.65102283964813,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'e': 0.0009733841547820259, 'a': 0.5}",20,0,28.075440419801435,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'e': 0.0009636503132342056, 'a': 0.5}",20,8,22.217462357264004,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'e': 0.0009540138101018636, 'a': 0.5}",30,16,29.763905421490403,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'e': 0.000944473672000845, 'a': 0.5}",20,0,32.95520074221588,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
694,False,"{'e': 0.0009350289352808365, 'a': 0.5}",20,14,10.089707248051502,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'e': 0.0009256786459280281, 'a': 0.5}",20,16,7.612922121345734,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'e': 0.0009164218594687477, 'a': 0.5}",35,24,20.607652319166732,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'e': 0.0009072576408740603, 'a': 0.5}",25,19,12.544426396370596,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'e': 0.0008981850644653197, 'a': 0.5}",20,11,14.790747384070862,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'e': 0.0008892032138206666, 'a': 0.5}",25,0,39.898504321903104,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
700,False,"{'e': 0.0008803111816824599, 'a': 0.5}",25,5,29.337034233702415,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'e': 0.0008715080698656353, 'a': 0.5}",25,13,25.74779759722918,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'e': 0.0008627929891669789, 'a': 0.5}",35,25,16.85551842782343,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'e': 0.0008541650592753091, 'a': 0.5}",30,16,27.734652762698285,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'e': 0.000845623408682556, 'a': 0.5}",25,12,17.419910151442277,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'e': 0.0008371671745957304, 'a': 0.5}",20,5,24.86930723772974,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'e': 0.0008287955028497731, 'a': 0.5}",20,7,24.598059499533644,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'e': 0.0008205075478212754, 'a': 0.5}",20,0,30.249827874931263,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
708,False,"{'e': 0.0008123024723430627, 'a': 0.5}",35,12,43.40574064321267,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'e': 0.000804179447619632, 'a': 0.5}",25,13,24.19075671087107,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'e': 0.0007961376531434358, 'a': 0.5}",20,11,18.2545266253105,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'e': 0.0007881762766120013, 'a': 0.5}",20,14,8.744013598040452,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'e': 0.0007802945138458813, 'a': 0.5}",30,16,27.444061631627008,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'e': 0.0007724915687074225, 'a': 0.5}",20,6,23.782478708294924,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'e': 0.0007647666530203482, 'a': 0.5}",25,11,22.166649751679472,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'e': 0.0007571189864901448, 'a': 0.5}",20,10,21.468315359575165,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'e': 0.0007495477966252433, 'a': 0.5}",25,12,26.420882340806898,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'e': 0.0007420523186589909, 'a': 0.5}",25,8,29.80066371151684,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'e': 0.000734631795472401, 'a': 0.5}",25,15,20.792187258282127,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'e': 0.0007272854775176769, 'a': 0.5}",30,15,28.911661843788124,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'e': 0.0007200126227425002, 'a': 0.5}",25,8,30.302366252186104,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'e': 0.0007128124965150752, 'a': 0.5}",25,12,23.355622535389358,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'e': 0.0007056843715499244, 'a': 0.5}",25,13,21.600312804527924,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'e': 0.0006986275278344252, 'a': 0.5}",35,16,33.73244932205743,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'e': 0.000691641252556081, 'a': 0.5}",25,19,12.943942765236828,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'e': 0.0006847248400305201, 'a': 0.5}",25,8,35.04426806724658,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'e': 0.0006778775916302149, 'a': 0.5}",20,0,30.506007970656846,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
727,False,"{'e': 0.0006710988157139127, 'a': 0.5}",25,10,28.17502520313473,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'e': 0.0006643878275567735, 'a': 0.5}",20,8,24.034871147235027,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'e': 0.0006577439492812059, 'a': 0.5}",25,13,19.77452488139903,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'e': 0.0006511665097883938, 'a': 0.5}",30,22,13.359908547379813,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'e': 0.0006446548446905099, 'a': 0.5}",30,10,33.64509092881177,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'e': 0.0006382082962436048, 'a': 0.5}",30,11,35.053708456694146,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'e': 0.0006318262132811687, 'a': 0.5}",20,10,20.690425753153047,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'e': 0.000625507951148357, 'a': 0.5}",20,13,9.060348102222447,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'e': 0.0006192528716368734, 'a': 0.5}",20,16,7.139972563315622,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'e': 0.0006130603429205046, 'a': 0.5}",20,13,11.203443807790908,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'e': 0.0006069297394912996, 'a': 0.5}",25,6,34.560708045053055,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'e': 0.0006008604420963866, 'a': 0.5}",25,11,24.73702257455451,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
